Recording	Participant	Timeline	TOI	Interval	Media	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording6	Participant6	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording6	Participant6	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	7	91,11	31,61	218,88	72,81	3,27	0,97	10,23	22,87	41	85,91	218,88	192,85	10,23
Recording6	Participant6	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		10	146,09	31,79	494,91	164,78	4,33	1,15	17,68	43,27	2217	66,53	31,79	31,79	1,35
Recording6	Participant6	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=2828016819113412987)	1	Encuesta TFG (48)	1	83,47	83,47	83,47		2,23	2,23	2,23	2,23	641	81,04	83,47	69,34	2,23
Recording6	Participant6	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0													
Recording6	Participant6	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	208	89,09	30,08	634,76	112,48	2,62	0,52	14,86	544,35	199	148,51	454,21	221,35	14,86
Recording6	Participant6	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	136	94,81	30	498,24	92,06	2,85	0,62	12,33	388,15	731	135,69	46,25	46,25	2,46
Recording6	Participant6	Timeline2-Mode2	Text	1	Text	37	176,01	36,05	805,67	184,14	4,92	0,94	18,26	182,15	23	328,24	283,58	159,64	8,27
Recording6	Participant6	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording6,Text	775	103,37	30	805,67	111,82	3,11	0,52	18,92	2413,37	325	178,11	99,75	99,75	1,01
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	14	150,28	31,08	520,72	148,45	4,97	1,02	15,84	69,52	48	243,42	100,72	75,24	3,68
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	34	68,85	30,99	262,34	49,71	1,97	0,52	10,37	66,9	734	92,39	72,22	72,22	1,43
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	1	31,03	31,03	31,03		1,08	1,08	1,08	1,08	132	102,62	31,03	31,03	1,08
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	45	82,9	31,36	258,67	51,83	2,55	0,69	10,17	114,86	238	95,1	117,37	94,22	4,7
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	95	84,36	30,07	274,78	56,12	2,48	0,74	7,48	235,78	233	122,02	40,42	40,42	1,22
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	5	163,75	35,47	637,19	265	3,5	0,87	11,4	17,5	98	84,63	637,19	637,19	11,4
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		20	98,93	37,43	442,02	88,85	3,29	0,92	19,07	65,84	47	245,12	51,83	44,09	2,19
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=1717624938480317073)	1	Encuesta TFG (54)	2	235,23	223,32	247,14	16,84	5,91	5,6	6,23	11,83	206	262,01	223,32	127,75	5,6
Recording7	Participant7	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	257,87	146,33	369,42	157,75	9,02	4,42	13,62	18,04	175	342,73	369,42	214,21	13,62
Recording7	Participant7	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	66	128,51	30,12	594,07	124,02	3,76	0,83	12,3	247,94	29	126,17	378,86	174,78	11,28
Recording7	Participant7	Timeline1-Mode1	PatataClaro	1	PatataClaro	91	120,05	30,14	638,59	129,77	3,45	0,75	12,06	313,83	198	151,71	207,18	194,53	9,22
Recording7	Participant7	Timeline1-Mode1	Text1	1	Text1	34	176,52	30,16	759,6	177,42	5,02	0,81	16,62	170,85	264	220,8	388,94	204,52	10,83
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	509	119,22	30,07	966,2	124,86	3,7	0,52	20,61	1881,68	925	253,57	76,11	59,59	2,65
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	25	96,74	30,83	628,07	116,65	3,01	0,6	18,85	75,34	60	298,9	35,65	35,65	1,22
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	86	86,22	30,12	513,77	73,68	2,64	0,53	11,86	227,34	67	259,03	100,15	91,53	3,29
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	75	113,95	31,97	507,31	101,23	3,09	0,54	14,48	231,72	187	230,58	54,17	52,95	1,9
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	499,31	499,31	499,31		16,2	16,2	16,2	16,2	79	94,82	499,31	317,51	16,2
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	242	87,14	30,13	534,78	60,25	2,56	0,66	9,52	620,37	109	161	534,78	534,78	9,52
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	7	180,26	30,99	772,13	266,48	4,19	1,13	13,91	29,34	92	91,76	772,13	772,13	13,91
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		22	104,72	30,94	501,88	114,61	3,29	0,64	17,12	72,29	78	271,12	92,52	74,45	3,03
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5631957997769300884)	1	Encuesta TFG (60)	2	137,5	59,94	215,07	109,69	4,74	1,56	7,92	9,48	141	86,02	215,07	149,5	7,92
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	432,06	432,06	432,06		12,04	12,04	12,04	12,04	221	334,59	432,06	221,72	12,04
Recording8	Participant8	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	278	97,51	30,39	670,65	117,56	2,82	0,18	22,15	784,54	184	337,25	52,99	45,05	1,65
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	162	114,47	30,34	972,8	137,35	3,24	0,51	19,14	524,66	230	148,1	49,21	45,58	1,59
Recording8	Participant8	Timeline1-Mode1	Text1	1	Text1	31	199,24	39,71	802,03	191,36	5,43	1,09	16,63	168,29	141	303,16	620,64	245,75	16,63
Recording8	Participant8	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording8,Text1	1047	108,19	30,07	972,8	116,33	3,21	0,18	22,15	3358,06	876	290,74	605,92	265,77	17,74
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	50,64	50,64	50,64		1,74	1,74	1,74	1,74	203	51,2	50,64	45,69	1,74
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	57	128,69	30,53	909,98	165,42	3,7	0,51	20,7	210,92	492	106,69	43,53	43,53	2,15
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	74	77,04	30,42	606,43	80,33	2,35	0,68	10,29	173,87	186	94,55	116,54	72,7	3,77
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	85	88,49	30,07	373,26	66,34	2,71	0,47	11,74	230,21	340	51	40,78	40,78	0,98
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	406,15	406,15	406,15		11,41	11,41	11,41	11,41	12	179,01	406,15	231,69	11,41
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	138	85,88	30,1	407,59	62,27	2,5	0,27	11,16	345,35	188	170,98	85,05	74,07	2,78
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	4	58,18	32,85	112,1	36,33	1,88	0,81	3,49	7,52	2055	203,82	112,1	69,02	3,49
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		34	112,96	30,33	720,7	131,24	3,47	0,55	19,65	117,84	112	244,65	56,91	54,31	2,19
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=4719153219169576662)	1	Encuesta TFG (66)	3	87,85	37,93	166,46	68,9	3,35	1,15	6,59	10,05	25	82,2	166,46	97,48	6,59
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	57,93	57,93	57,93		1,87	1,87	1,87	1,87	157	14,33	57,93	45,29	1,87
Recording9	Participant9	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	217	85,84	30,07	897,62	99,04	2,66	0,52	17,65	576,3	186	94,48	153,05	125,38	6,73
Recording9	Participant9	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	196	111,19	30,57	901,63	136,65	3,12	0,61	20,92	612,43	261	131	549,1	241,57	11,65
Recording9	Participant9	Timeline2-Mode2	Text	1	Text	27	192,55	40,18	1020,11	200,27	5,86	1,51	23,35	158,24	150	119,64	1020,11	467,51	23,35
Recording9	Participant9	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording9,Text	1004	110,62	30,07	1020,11	125	3,38	0,27	27,32	3395,67	37478	347,8	101,85	99,37	2,6
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	62	133,6	30,23	663,47	139,72	4,42	0,66	20,88	274,06	423	98,89	41,81	41,81	1,22
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	77	76,94	30,01	315	56,88	2,29	0,49	13,52	176	4	179,17	157,95	115,87	4,59
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	67	85,64	30,14	257,58	58,23	2,72	0,58	8,17	182,52	76	101,18	115,39	85,47	4,71
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	153,63	153,63	153,63		6,36	6,36	6,36	6,36	155	280,73	153,63	152,68	6,36
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	188	76,99	30,29	320,35	47,18	2,51	0,51	16,41	471,23	75	186,21	120,14	97,54	3,61
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	6	84,89	31,36	254,01	84,6	3,44	1,11	13,18	20,66	42	90,47	254,01	184,33	13,18
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		32	86,81	31,9	489,73	93,31	2,83	0,72	13,29	90,53	41	233,71	57,5	54,77	1,82
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=3337755170654528396)	1	Encuesta TFG (72)	2	64,43	37,93	90,93	37,48	2,85	1,99	3,71	5,71	267	86,82	90,93	83,9	3,71
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	226,77	45,42	408,13	256,47	6,28	1,56	11	12,56	82	143,42	45,42	45,42	1,56
Recording10	Participant10	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	267	97,73	30,18	819,69	137,72	2,71	0,51	15,06	723,66	312	82,42	60,92	50,48	1,92
Recording10	Participant10	Timeline1-Mode1	PatataClaro	1	PatataClaro	159	98,41	30,15	715,76	122,68	2,68	0,29	21,2	425,5	294	181,07	268,07	154,57	10,4
Recording10	Participant10	Timeline1-Mode1	Text1	1	Text1	47	160,13	30,39	803,84	148,06	4,35	0,94	17,12	204,42	984	357,04	207,66	118,57	5,76
Recording10	Participant10	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording10,Text1	1034	103,87	30,01	971,75	122,71	3,2	0,29	21,47	3312,83	674	225,45	159,31	113,31	5,73
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	12	130,29	30,72	726,49	195,18	3,44	0,73	13,38	41,29	495	112,68	34,49	34,49	1,71
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	35	115,72	31,01	816,79	135,3	2,8	0,47	13,44	97,85	39	91,49	167,16	137,02	7,09
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	65	77,7	31,14	373,02	67,94	1,86	0,51	8,26	121,04	484	318,41	57,17	49,11	1,74
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	141	89,38	30,54	323,59	62,17	2,47	0,53	10,75	348,81	1045	292,31	98,27	98,27	2,07
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2	171,86	101,85	241,88	99,02	3,23	2,2	4,27	6,46	74	105,09	241,88	241,88	4,27
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		54	146,37	30,4	729,98	157,4	4,29	0,51	17,37	231,78	69	102,8	38,26	37,12	1,45
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5698032971797381763)	1	Encuesta TFG (78)	2	54,57	52,3	56,85	3,22	1,92	1,74	2,1	3,85	254	63,62	52,3	45,55	1,74
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	155,16	108,59	201,72	65,85	5,79	5,08	6,49	11,57	110	344,15	201,72	109,78	6,49
Recording11	Participant11	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	168	125,49	30,03	758,08	154,47	3,6	0,63	21,14	605,55	219	104,51	123,94	121,64	4,54
Recording11	Participant11	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	112	121,29	30,07	666,04	122,86	3,4	0,68	17,8	381	204	133,24	258,08	162,91	8,44
Recording11	Participant11	Timeline2-Mode2	Text	1	Text	40	125,05	34,83	337,64	81,6	4,1	0,88	15,47	164,01	74	359,53	39,38	39,38	1,15
Recording11	Participant11	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording11,Text	763	114,89	30,03	816,79	122,65	3,42	0,02	21,14	2609,14	392	279,16	227,59	136,88	7,36
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	30,06	30,06	30,06		0,78	0,78	0,78	0,78	101	193,59	30,06	30,06	0,78
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	11	96,98	32,02	388,29	102	2,16	0,68	6,95	23,77	45	253,64	109,06	109,06	2,46
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
